Code,Title
https://www.netflix.com/title/80200047,"""The Boy Who Harnessed the Wind"",""description"":""Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story."",""genre"":""Independent Movies"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABfr_BG5jW5PBiK5kTySL_8NiIPaBbZaM_VyGx8Rt_CF7NHLIJ8HPQK_EMz6sDrJmOodjmEIJZkB-O7FkJwAUb_oaIH9X.jpg?r=e13"",""dateCreated"":""2019-3-1"",""trailer"":[{""@type"":""VideoObject"",""name"":""The Boy Who Harnessed the Wind (Trailer)"""
https://www.netflix.com/title/70243461,"""The Perks of Being a Wallflower"""
https://www.netflix.com/title/70101375,"""The Boy in the Striped Pajamas"""
https://www.netflix.com/title/80223927,"""Lost Girls"",""description"":""Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story."",""genre"":""Crime Dramas"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABeZI3B--XsR76gbilNKH1RSOHC3Z27GDdCErXseZZBGnOH8Pg2SILsBoMneoCTvxcCK1wD287hwU3yRwtQjiJnf6xkLf.jpg?r=801"",""dateCreated"":""2020-3-13"",""trailer"":[{""@type"":""VideoObject"",""name"":""Trailer: Lost Girls"""
https://www.netflix.com/title/80199959,"""Molly's Game"""
https://www.netflix.com/title/70213471,"""Lawless"""
https://www.netflix.com/title/80201490,"""Dumplin'"",""description"":""To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."",""genre"":""Independent Movies"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABbC-6V3Z4CpqonSQJRADWhqOek_7glcVV-KJKdowY5rPLe8P48iaoZONh0XECLORA0Jgtrxuuc3Mjj3gwOkVPSTqlurj.jpg?r=925"",""dateCreated"":""2018-12-7"",""trailer"":[{""@type"":""VideoObject"",""name"":""Dumplin' (Trailer)"""
https://www.netflix.com/title/81207271,"""The Reliant"""
https://www.netflix.com/title/70053462,"""Freedom Writers"""
https://www.netflix.com/title/80221560,"""Christopher Robin"""
https://www.netflix.com/title/80223371,"""The Guernsey Literary and Potato Peel Pie Society"",""description"":""A London writer bonds with the colorful residents of Guernsey as she learns about the book club they formed during the WWII German occupation."",""genre"":""Romantic Favorites"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABUZm4PAo0puh-Wc1WiUh3lOyQBLxXGDF-snHBr3do1sunqCF-CliNIcIkBUIObvd8ik2A8E2xL_k6lz7vjhQam9kwnVD.jpg?r=1db"",""dateCreated"":""2018-8-10"",""trailer"":[{""@type"":""VideoObject"",""name"":""The Guernsey Literary and Potato Peel Pie Society (Trailer)"""
https://www.netflix.com/title/70132721,"""The Social Network"""
https://www.netflix.com/title/80135164,"""1922"",""description"":""A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella."",""genre"":""Crime Thrillers"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABTMzdu7wi7ELdzRsFERCRcBGMhE8unuDf6iUh7MmC_Vl8AxL3Zg0VXaOTvTVupCip3Se04MOSKzlxZQ6wPXL8fHbvDx2.jpg?r=2d6"",""dateCreated"":""2017-10-20"",""trailer"":[{""@type"":""VideoObject"",""name"":""1922 (Trailer)"""
https://www.netflix.com/title/70244164,"""Silver Linings Playbook"""
https://www.netflix.com/title/80073823,"""Room"""
https://www.netflix.com/title/81233638,"""Sunrise in Heaven"""
https://www.netflix.com/title/80057599,"""Legend"""
https://www.netflix.com/title/60011552,"""What's Eating Gilbert Grape"""
https://www.netflix.com/title/80166319,"""The Little Mermaid"""
https://www.netflix.com/title/70112732,"""Julie & Julia"""
https://www.netflix.com/title/80994011,"""The Laundromat"",""description"":""When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich."",""genre"":""Comedies"",""image"":""https://occ-0-1009-2218.1.nflxso.net/dnm/api/v6/6AYY37jfdO6hpXcMjf9Yu5cnmO0/AAAABVvmr1LFfDgk0giMXZswPxc0sib4bBdxhmDk3dLGesC0oS6AhuF70MXNG-pVAaDZ-KKpDUDCnX68oFdyzMIJBI_-a4GN.jpg?r=9e0"",""dateCreated"":""2019-10-18"",""trailer"":[{""@type"":""VideoObject"",""name"":""The Laundromat (Trailer)"""
