Code,Title,Title_to_merge,Rating
https://www.netflix.com/title/80223928,"""Malibu Rescue""",malibu_rescue,null
https://www.netflix.com/title/80199682,"""The Christmas Chronicles""",the_christmas_chronicles,65
https://www.netflix.com/title/81206418,"""Full Count""",full_count,null
https://www.netflix.com/title/70292700,"""The Boy Who Cried Werewolf""",the_boy_who_cried_werewolf,null
https://www.netflix.com/title/80187107,"""Raising the Bar""",raising_the_bar,null
https://www.netflix.com/title/70184054,"""Johnny English Reborn""",johnny_english_reborn,38
https://www.netflix.com/title/70305955,"""Dolphin Tale 2""",dolphin_tale_2,65
https://www.netflix.com/title/81214187,"""Jinxed""",jinxed,null
https://www.netflix.com/title/81128579,"""The Platform""",the_platform,82
https://www.netflix.com/title/81103092,"""Running Out of Time""",running_out_of_time,null
https://www.netflix.com/title/81172895,"""93 Days""",93_days,null
https://www.netflix.com/title/81113927,"""Pihu""",pihu,67
https://www.netflix.com/title/80123777,"""Mine""",mine,81
https://www.netflix.com/title/80155477,"""You Get Me""",you_get_me,null
https://www.netflix.com/title/80240537,"""The Red Sea Diving Resort""",the_red_sea_diving_resort,30
https://www.netflix.com/title/18907685,"""Taxi Driver""",taxi_driver,97
https://www.netflix.com/title/81044248,"""Kidnapping Stella""",kidnapping_stella,null
https://www.netflix.com/title/81158163,"""Get In""",get_in,null
https://www.netflix.com/title/81145277,"""Fanatic""",fanatic,null
https://www.netflix.com/title/80155475,"""Message from the King""",message_from_the_king,45
https://www.netflix.com/title/81266458,"""Time to Hunt""",time_to_hunt,67
https://www.netflix.com/title/80187360,"""The Killing of a Sacred Deer""",the_killing_of_a_sacred_deer,79
https://www.netflix.com/title/81221656,"""The Plagues of Breslau""",the_plagues_of_breslau,80
https://www.netflix.com/title/81218079,"""Awake""",awake,24
https://www.netflix.com/title/81039381,"""Andhadhun""",andhadhun,100
https://www.netflix.com/title/81278143,"""Psycho""",psycho,96
https://www.netflix.com/title/80044834,"""Lila & Eve""",lila_and_eve,40
https://www.netflix.com/title/81030976,"""An Affair to Die For""",an_affair_to_die_for,null
https://www.netflix.com/title/80099016,"""iBOY""",iboy,69
https://www.netflix.com/title/80216758,"""See You Yesterday""",see_you_yesterday,95
