Code,Title,Title_to_merge,Rating
https://www.netflix.com/title/81016192,"""Qarib Qarib Singlle""",qarib_qarib_singlle,88
https://www.netflix.com/title/80057969,"""Love""",love,60
https://www.netflix.com/title/80117531,"""When We First Met""",when_we_first_met,43
https://www.netflix.com/title/80160759,"""A Christmas Prince""",a_christmas_prince,73
https://www.netflix.com/title/80172958,"""Newness""",newness,69
https://www.netflix.com/title/81273582,"""Varane Avashyamund""",varane_avashyamund,null
https://www.netflix.com/title/81273579,"""World Famous Lover""",world_famous_lover,null
https://www.netflix.com/title/80178720,"""Kiss & Cry""",kiss_and_cry,null
https://www.netflix.com/title/70278933,"""Her""",her,95
https://www.netflix.com/title/70041162,"""Click""",click,33
https://www.netflix.com/title/70142827,"""Limitless""",limitless,69
https://www.netflix.com/title/60027695,"""The Matrix Reloaded""",the_matrix_reloaded,73
https://www.netflix.com/title/11819467,"""Godzilla""",godzilla,16
https://www.netflix.com/title/70103524,"""Terminator Salvation""",terminator_salvation,33
https://www.netflix.com/title/81023636,"""Time Trap""",time_trap,60
https://www.netflix.com/title/60031303,"""The Matrix Revolutions""",the_matrix_revolutions,35
https://www.netflix.com/title/80021840,"""Selfless""",selfless,null
https://www.netflix.com/title/80097424,"""The Space Between Us""",the_space_between_us,16
https://www.netflix.com/title/80189853,"""Beyond Skyline""",beyond_skyline,63
https://www.netflix.com/title/70287957,"""Earth to Echo""",earth_to_echo,51
https://www.netflix.com/title/60004471,"""Evolution""",evolution,null
https://www.netflix.com/title/80148210,"""The Titan""",the_titan,18
https://www.netflix.com/title/81232370,"""Dark Light""",dark_light,null
https://www.netflix.com/title/60033300,"""Miracle""",miracle,81
https://www.netflix.com/title/81108479,"""Back of the Net""",back_of_the_net,50
https://www.netflix.com/title/80245601,"""DJ Cinderella""",dj_cinderella,null
https://www.netflix.com/title/80102579,"""Full Out""",full_out,null
