Code,Netflix_Tag,Tags
https://www.netflix.com/title/80236421,"""Alien Sci-Fi""",invasion
https://www.netflix.com/title/80236421,"""Alien Sci-Fi""",plagued
https://www.netflix.com/title/80236421,"""Alien Sci-Fi""",dreams
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",world
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",.
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",summer
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",camp
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",perilous
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",mission
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",four
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",teens
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",common
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",embark
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",aliens
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",attack
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",stranded
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",save
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",planet
https://www.netflix.com/title/80218306,"""Independent Action & Adventure""",nothing
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",young
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",impoverished
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",woman
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",learns
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",genetically
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",engineered
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",hunter
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",tracks
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",universe
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",predestined
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",fate
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",change
https://www.netflix.com/title/70301367,"""Alien Sci-Fi""",.
